Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Morales, Alexander",30:42,5,7,71%,2,3,67%,1,2,50%,2,4,6,2,4,1,2,0,17
"Tejada, Lance",6:33,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,1,0,0,0
"Ortiz, Chris",37:41,3,5,60%,0,1,0%,2,3,67%,0,6,6,2,2,0,0,0,8
"Lugo, Wilmer",4:03,0,1,0%,0,0,0%,0,0,0%,0,1,1,0,0,1,0,0,0
"Jefferson, Davon",37:48,9,12,75%,0,0,0%,9,9,100%,6,3,9,3,3,4,0,0,27
"Sosa, Isaac",38:42,5,7,71%,4,5,80%,4,6,67%,0,0,0,4,1,1,0,0,26
"Payton, Elfrid",38:05,5,14,36%,1,5,20%,3,6,50%,1,9,10,11,3,1,3,1,16
"Gonzalez, Eliel",1:55,0,0,0%,0,0,0%,0,0,0%,0,0,0,1,1,0,0,0,0
"López, Matt",3:30,1,1,100%,0,0,0%,0,0,0%,0,0,0,0,1,1,1,0,2
"Young, Kevin",1:01,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
Totals:,,28,47,60%,7,14,50%,19,26,73%,9,23,32,23,15,10,6,1,96
