Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Maye, James",29:45,2,4,50%,0,2,0%,2,4,50%,2,8,10,4,2,1,0,0,6
"Pittman, Dexter",23:36,4,9,44%,0,2,0%,2,4,50%,0,8,8,1,5,2,0,0,10
"Guzmán, Ánsel",25:34,3,8,38%,1,2,50%,2,4,50%,1,4,5,5,1,3,0,0,11
"Graham, Zach",23:05,4,6,67%,0,1,0%,6,6,100%,0,2,2,1,2,1,0,1,14
"Nieves, Joel",10:20,0,1,0%,1,2,50%,0,0,0%,1,0,1,0,4,0,0,0,3
"Orozco, William",14:11,1,1,100%,3,4,75%,0,0,0%,0,0,0,0,2,0,0,1,11
"Clemente, Denis",31:34,5,9,56%,2,6,33%,4,5,80%,3,4,7,5,0,1,0,0,20
"Collier, Devon",9:40,1,3,33%,0,0,0%,0,0,0%,1,3,4,0,2,0,0,0,2
"Garcia, Angel 'Piwi'",23:13,2,3,67%,0,4,0%,0,0,0%,2,4,6,2,5,2,0,1,4
"Valenzuela, Hector",8:57,1,1,100%,0,0,0%,0,0,0%,0,1,1,1,2,0,0,0,2
Totals:,,23,45,51%,7,23,30%,16,23,70%,10,34,44,19,25,10,0,3,83
