Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Brown, Gilbert",40,9,14,64%,1,2,50%,9,12,75%,1,2,3,6,3,2,0,0,30
"Leon, Nick",4,2,2,100%,0,1,0%,0,0,0%,0,0,0,1,0,0,0,2,4
"Horne, Jamelle",33:27,4,8,50%,5,9,56%,2,2,100%,3,6,9,2,2,0,0,0,25
"Clemente, Denis",35:59,1,4,25%,5,11,45%,2,4,50%,0,6,6,4,3,1,1,0,19
"Graham, Paul",11:55,0,0,0%,1,1,100%,0,0,0%,0,1,1,1,1,0,0,0,3
"Estwick, Alberto",7:25,0,0,0%,0,1,0%,0,0,0%,0,1,1,1,1,0,1,0,0
"Scott, Seth",32:34,5,9,56%,1,3,33%,0,0,0%,4,12,16,3,3,2,0,2,13
"Valenzuela, Hector",14:38,1,1,100%,0,0,0%,0,0,0%,0,1,1,0,2,1,0,0,2
"Penn, Kleon",19:59,4,6,67%,0,0,0%,2,5,40%,2,1,3,0,2,0,2,1,10
Totals:,,26,44,59%,13,28,46%,15,23,65%,10,30,40,18,17,6,4,5,106
