Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Morales, Alexander",36:24,5,11,45%,1,3,33%,0,1,0%,6,7,13,2,4,3,3,0,13
"Tejada, Lance",6:52,0,2,0%,0,1,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Ortiz, Chris",36:43,4,9,44%,2,3,67%,1,2,50%,2,3,5,1,1,0,0,2,15
"Jefferson, Davon",38:40,6,10,60%,0,0,0%,4,6,67%,5,4,9,4,3,2,0,1,16
"Sosa, Isaac",36:44,7,10,70%,3,9,33%,0,0,0%,0,2,2,2,2,1,2,0,23
"Payton, Elfrid",37:43,9,18,50%,0,1,0%,2,6,33%,3,10,13,9,4,3,1,0,20
"Gonzalez, Eliel",2:17,0,0,0%,0,0,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Young, Kevin",4:37,1,2,50%,0,0,0%,0,0,0%,1,2,3,1,0,0,0,0,2
Totals:,,32,62,52%,6,17,35%,7,15,47%,17,29,46,19,14,9,6,3,89
