Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Rosas, Samuel",0:07,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Nieves, Roberto",5:25,0,1,0%,0,1,0%,0,0,0%,0,1,1,0,0,0,0,0,0
"Maye, James",40,2,6,33%,4,8,50%,2,2,100%,3,8,11,1,4,3,2,1,18
"Pittman, Dexter",33:07,3,8,38%,0,0,0%,3,4,75%,1,6,7,5,5,4,3,4,9
"Guzmán, Ánsel",6:30,0,0,0%,0,2,0%,0,0,0%,0,0,0,2,0,1,0,0,0
"Graham, Zach",28:13,3,8,38%,3,5,60%,3,4,75%,1,0,1,1,3,2,1,1,18
"Nieves, Joel",6:15,1,1,100%,0,0,0%,0,0,0%,1,0,1,0,1,1,0,0,2
"Orozco, William",2:43,0,2,0%,0,0,0%,0,0,0%,1,1,2,1,2,0,0,0,0
"Clemente, Denis",33:22,7,10,70%,3,6,50%,8,8,100%,0,1,1,2,2,3,1,0,31
"Collier, Devon",10:37,2,4,50%,0,0,0%,0,1,0%,4,1,5,1,2,1,0,0,4
"Garcia, Angel 'Piwi'",27:24,2,4,50%,1,3,33%,0,0,0%,1,2,3,1,4,1,1,0,7
"Valenzuela, Hector",6:11,0,0,0%,0,0,0%,0,0,0%,0,2,2,1,2,0,0,0,0
Totals:,,20,44,45%,11,25,44%,16,19,84%,12,22,34,15,25,16,8,6,89
