Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Beltran, Derick",8:57,2,4,50%,0,1,0%,4,5,80%,0,2,2,0,2,1,0,0,8
"Coronado, Juan",23:33,1,5,20%,1,2,50%,3,6,50%,0,4,4,4,0,3,3,0,8
"Nieves, Joel",20:42,2,2,100%,1,3,33%,1,1,100%,1,1,2,1,2,1,0,0,8
"Rivera, Edgardo",3:06,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0
"Rodriguez, Erick",14:09,0,0,0%,2,4,50%,1,1,100%,0,0,0,0,1,1,1,0,7
"Torres, Andres",14:54,1,5,20%,0,0,0%,2,5,40%,0,1,1,1,4,1,2,0,4
"Figueroa, Angel 'Buster'",19:26,0,5,0%,1,1,100%,5,6,83%,2,1,3,0,0,2,0,0,8
"Zayas, Hector",6:49,0,2,0%,0,0,0%,0,0,0%,1,1,2,0,1,0,0,0,0
"Jones, Joel",18:37,0,2,0%,1,3,33%,0,0,0%,0,2,2,2,4,0,0,0,3
"Vega, Christopher",16:19,2,7,29%,0,2,0%,0,0,0%,1,1,2,0,3,2,0,0,4
"Brock, Evan",25:32,5,8,63%,0,0,0%,3,4,75%,3,4,7,0,3,2,0,1,13
"Harrellson, Josh",16:10,1,3,33%,1,2,50%,1,1,100%,0,5,5,2,3,3,0,2,6
"Young, Kevin",11:40,1,4,25%,0,0,0%,0,0,0%,1,3,4,0,2,1,1,0,2
Totals:,,15,47,32%,7,18,39%,20,29,69%,9,25,34,10,25,17,7,3,71
