Name,Min,M,A,FG%,M,A,3P%,M,A,FT%,O,D,T,AS,PF,TO,ST,BS,PTS
,,,,,,,,,,,,,,,,,,,
"Jones, Jumaine",30,5,11,45%,1,1,100%,3,4,75%,2,8,10,2,1,0,1,0,16
"De Jesus, Angel",19:04,3,6,50%,3,6,50%,0,2,0%,0,0,0,3,3,2,0,0,15
"Escalera, Carlos",26:10,3,8,38%,3,3,100%,0,0,0%,2,1,3,4,3,9,2,0,15
"Bermudez, Eduardo",10,2,5,40%,0,1,0%,2,2,100%,0,1,1,1,0,1,0,0,6
"Kortright, Jonathan",4:45,0,0,0%,0,0,0%,0,0,0%,1,0,1,0,1,1,0,0,0
"Ortiz, Andres",18:20,7,10,70%,0,0,0%,3,4,75%,1,1,2,1,2,0,1,0,17
"Ortiz, Fernando",3:50,0,0,0%,0,1,0%,0,0,0%,1,0,1,1,2,1,0,0,0
"Rivera, Jorge Luis",18:54,1,2,50%,0,1,0%,0,1,0%,0,2,2,0,2,0,0,0,2
"Caro, Ismael",12:36,1,1,100%,1,2,50%,0,0,0%,0,3,3,7,5,6,1,0,5
"Sanchez, Angel M.",12:13,4,5,80%,0,0,0%,1,2,50%,4,4,8,1,1,2,1,0,9
"Salgado, Luis",10,1,1,100%,1,1,100%,0,2,0%,1,1,2,1,1,1,3,0,5
"Hiraldo, Christopher",8:59,0,2,0%,0,1,0%,0,0,0%,0,0,0,1,0,0,1,0,0
"Muoneke, Gabriel",25:09,3,6,50%,0,1,0%,2,2,100%,1,1,2,1,0,1,0,0,8
Totals:,,30,57,53%,9,18,50%,11,19,58%,13,22,35,23,21,24,10,0,98
